Year,Family_key,Decendents,FamilyCode,FemaleCodeName,MaleCodeName,FemaleBreedcode,MaleBreedcode,MaleBulk,FemaleCipnumber,MaleCipnumber,FemaleAccNumb,MaleAccNumb,Breeder-name,Population,Crop,Remarks,Country
2012,112284,112284,-,VJ11.003,VJ11.046,VJ11.003,VJ11.046,,110001.11,110025.3,CIP_110001.11,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112283,112283,-,VJ11.003,VJ11.042,VJ11.003,VJ11.042,,110001.11,110025.1,CIP_110001.11,CIP_110025.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112282,112282,-,VJ11.003,VJ11.047,VJ11.003,VJ11.047,,110001.11,110025.4,CIP_110001.11,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112281,112281,-,VJ11.003,VJ11.050,VJ11.003,VJ11.050,,110001.11,110025.7,CIP_110001.11,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112280,112280,-,VJ11.003,VJ08.330,VJ11.003,VJ08.330,,110001.11,107729.9,CIP_110001.11,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112279,112279,-,VJ11.036,VJ11.047,VJ11.036,VJ11.047,,110019.4,110025.4,CIP_110019.4,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112278,112278,-,VJ11.036,VJ08.390,VJ11.036,VJ08.390,,110019.4,107734.5,CIP_110019.4,CIP_107734.5,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112277,112277,-,VJ11.104,VJ08.330,VJ11.104,VJ08.330,,110217.1,107729.9,CIP_110217.1,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112276,112276,-,VJ11.104,VJ08.390,VJ11.104,VJ08.390,,110217.1,107734.5,CIP_110217.1,CIP_107734.5,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112275,112275,-,VJ11.104,VJ11.050,VJ11.104,VJ11.050,,110217.1,110025.7,CIP_110217.1,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112274,112274,-,VJ11.104,VJ11.046,VJ11.104,VJ11.046,,110217.1,110025.3,CIP_110217.1,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112273,112273,-,VJ11.104,VJ11.042,VJ11.104,VJ11.042,,110217.1,110025.1,CIP_110217.1,CIP_110025.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112272,112272,-,VJ11.104,VJ11.047,VJ11.104,VJ11.047,,110217.1,110025.4,CIP_110217.1,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112271,112271,-,PZ06.226,VJ08.330,PZ06.226,VJ08.330,,105228.1,107729.9,CIP_105228.1,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112270,112270,-,PZ06.226,PZ06.226,PZ06.226,PZ06.226,,105228.1,105228.1,CIP_105228.1,CIP_105228.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112269,112269,-,PZ06.226,VJ11.047,PZ06.226,VJ11.047,,105228.1,110025.4,CIP_105228.1,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112268,112268,-,PZ06.226,VJ08.390,PZ06.226,VJ08.390,,105228.1,107734.5,CIP_105228.1,CIP_107734.5,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112267,112267,-,PZ06.226,VJ11.050,PZ06.226,VJ11.050,,105228.1,110025.7,CIP_105228.1,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112266,112266,-,PZ06.226,VJ11.046,PZ06.226,VJ11.046,,105228.1,110025.3,CIP_105228.1,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112265,112265,-,PZ06.085,VJ08.390,PZ06.085,VJ08.390,,105086.1,107734.5,CIP_105086.1,CIP_107734.5,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112264,112264,-,PZ06.085,PZ06.085,PZ06.085,PZ06.085,,105086.1,105086.1,CIP_105086.1,CIP_105086.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112263,112263,-,PZ06.085,VJ08.330,PZ06.085,VJ08.330,,105086.1,107729.9,CIP_105086.1,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112262,112262,-,PZ06.085,VJ11.050,PZ06.085,VJ11.050,,105086.1,110025.7,CIP_105086.1,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112261,112261,-,PZ06.085,VJ11.046,PZ06.085,VJ11.046,,105086.1,110025.3,CIP_105086.1,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112260,112260,-,PZ06.085,VJ11.042,PZ06.085,VJ11.042,,105086.1,110025.1,CIP_105086.1,CIP_110025.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112259,112259,-,PZ06.085,VJ11.047,PZ06.085,VJ11.047,,105086.1,110025.4,CIP_105086.1,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112258,112258,-,VJ11.006,VJ11.042,VJ11.006,VJ11.042,,110001.14,110025.1,CIP_110001.14,CIP_110025.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112257,112257,-,VJ11.006,VJ11.047,VJ11.006,VJ11.047,,110001.14,110025.4,CIP_110001.14,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112256,112256,-,VJ11.006,VJ08.330,VJ11.006,VJ08.330,,110001.14,107729.9,CIP_110001.14,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112255,112255,-,VJ11.010,VJ08.330,VJ11.010,VJ08.330,,110001.18,107729.9,CIP_110001.18,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112254,112254,-,VJ11.010,VJ11.047,VJ11.010,VJ11.047,,110001.18,110025.4,CIP_110001.18,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112253,112253,-,VJ11.010,VJ11.042,VJ11.010,VJ11.042,,110001.18,110025.1,CIP_110001.18,CIP_110025.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112252,112252,-,VJ11.010,VJ11.050,VJ11.010,VJ11.050,,110001.18,110025.7,CIP_110001.18,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112251,112251,-,VJ11.010,VJ11.046,VJ11.010,VJ11.046,,110001.18,110025.3,CIP_110001.18,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112250,112250,-,VJ11.001,VJ08.390,VJ11.001,VJ08.390,,110001.1,107734.5,CIP_110001.1,CIP_107734.5,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112249,112249,-,VJ11.001,VJ11.042,VJ11.001,VJ11.042,,110001.1,110025.1,CIP_110001.1,CIP_110025.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112248,112248,-,VJ11.001,VJ11.047,VJ11.001,VJ11.047,,110001.1,110025.4,CIP_110001.1,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112247,112247,-,VJ11.001,VJ11.046,VJ11.001,VJ11.046,,110001.1,110025.3,CIP_110001.1,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112246,112246,-,VJ11.001,VJ11.050,VJ11.001,VJ11.050,,110001.1,110025.7,CIP_110001.1,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112245,112245,-,VJ11.001,VJ08.330,VJ11.001,VJ08.330,,110001.1,107729.9,CIP_110001.1,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112244,112244,-,VJ11.033,VJ11.050,VJ11.033,VJ11.050,,110019.2,110025.7,CIP_110019.20,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112243,112243,-,VJ11.033,VJ11.051,VJ11.033,VJ11.051,,110019.2,110025.8,CIP_110019.20,CIP_110025.8,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112242,112242,-,VJ11.033,VJ11.046,VJ11.033,VJ11.046,,110019.2,110025.3,CIP_110019.20,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112241,112241,-,VJ11.033,VJ11.033,VJ11.033,VJ11.033,,110019.2,110019.2,CIP_110019.20,CIP_110019.20,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112240,112240,-,VJ11.033,VJ08.390,VJ11.033,VJ08.390,,110019.2,107734.5,CIP_110019.20,CIP_107734.5,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112239,112239,-,VJ11.033,VJ08.330,VJ11.033,VJ08.330,,110019.2,107729.9,CIP_110019.20,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112238,112238,-,VJ11.041,VJ11.046,VJ11.041,VJ11.046,,110019.9,110025.3,CIP_110019.9,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112237,112237,-,VJ11.041,VJ11.041,VJ11.041,VJ11.041,,110019.9,110019.9,CIP_110019.9,CIP_110019.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112236,112236,-,VJ11.041,VJ11.050,VJ11.041,VJ11.050,,110019.9,110025.7,CIP_110019.9,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112235,112235,-,VJ11.041,VJ11.042,VJ11.041,VJ11.042,,110019.9,110025.1,CIP_110019.9,CIP_110025.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112234,112234,-,VJ11.041,VJ11.047,VJ11.041,VJ11.047,,110019.9,110025.4,CIP_110019.9,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112233,112233,-,VJ11.041,VJ08.390,VJ11.041,VJ08.390,,110019.9,107734.5,CIP_110019.9,CIP_107734.5,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112232,112232,-,VJ11.041,VJ08.330,VJ11.041,VJ08.330,,110019.9,107729.9,CIP_110019.9,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112231,112231,-,VJ11.031,VJ11.047,VJ11.031,VJ11.047,,110019.19,110025.4,CIP_110019.19,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112230,112230,-,VJ11.031,VJ11.042,VJ11.031,VJ11.042,,110019.19,110025.1,CIP_110019.19,CIP_110025.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112229,112229,-,VJ11.031,VJ08.330,VJ11.031,VJ08.330,,110019.19,107729.9,CIP_110019.19,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112228,112228,-,VJ11.031,VJ11.050,VJ11.031,VJ11.050,,110019.19,110025.7,CIP_110019.19,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112227,112227,-,VJ11.031,VJ11.046,VJ11.031,VJ11.046,,110019.19,110025.3,CIP_110019.19,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112226,112226,-,VJ11.031,VJ11.031,VJ11.031,VJ11.031,,110019.19,110019.19,CIP_110019.19,CIP_110019.19,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112225,112225,-,VJ11.034,VJ11.034,VJ11.034,VJ11.034,,110019.21,110019.21,CIP_110019.21,CIP_110019.21,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112224,112224,-,VJ11.034,VJ11.050,VJ11.034,VJ11.050,,110019.21,110025.7,CIP_110019.21,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112223,112223,-,VJ11.034,VJ08.390,VJ11.034,VJ08.390,,110019.21,107734.5,CIP_110019.21,CIP_107734.5,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112222,112222,-,VJ11.034,VJ11.047,VJ11.034,VJ11.047,,110019.21,110025.4,CIP_110019.21,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112221,112221,-,VJ11.034,VJ11.046,VJ11.034,VJ11.046,,110019.21,110025.3,CIP_110019.21,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112220,112220,-,VJ11.028,VJ11.042,VJ11.028,VJ11.042,,110019.16,110025.1,CIP_110019.16,CIP_110025.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112219,112219,-,VJ11.028,VJ08.330,VJ11.028,VJ08.330,,110019.16,107729.9,CIP_110019.16,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112218,112218,-,VJ11.028,VJ11.047,VJ11.028,VJ11.047,,110019.16,110025.4,CIP_110019.16,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112217,112217,-,VJ11.028,VJ11.046,VJ11.028,VJ11.046,,110019.16,110025.3,CIP_110019.16,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112216,112216,-,VJ11.028,VJ08.390,VJ11.028,VJ08.390,,110019.16,107734.5,CIP_110019.16,CIP_107734.5,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112215,112215,-,VJ11.028,VJ11.028,VJ11.028,VJ11.028,,110019.16,110019.16,CIP_110019.16,CIP_110019.16,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112214,112214,-,VJ11.028,VJ11.050,VJ11.028,VJ11.050,,110019.16,110025.7,CIP_110019.16,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112213,112213,-,VJ11.029,VJ11.042,VJ11.029,VJ11.042,,110019.17,110025.1,CIP_110019.17,CIP_110025.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112212,112212,-,VJ11.029,VJ11.046,VJ11.029,VJ11.046,,110019.17,110025.3,CIP_110019.17,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112211,112211,-,VJ11.029,VJ11.029,VJ11.029,VJ11.029,,110019.17,110019.17,CIP_110019.17,CIP_110019.17,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112210,112210,-,VJ11.029,VJ11.047,VJ11.029,VJ11.047,,110019.17,110025.4,CIP_110019.17,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112209,112209,-,VJ11.029,VJ11.050,VJ11.029,VJ11.050,,110019.17,110025.7,CIP_110019.17,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112208,112208,-,VJ11.029,VJ08.330,VJ11.029,VJ08.330,,110019.17,107729.9,CIP_110019.17,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112207,112207,-,PJ05.072,VJ11.050,PJ05.072,VJ11.050,,189123.17,110025.7,CIP_189123.17,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112206,112206,-,PJ05.072,VJ11.047,PJ05.072,VJ11.047,,189123.17,110025.4,CIP_189123.17,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112205,112205,-,PJ05.072,VJ11.046,PJ05.072,VJ11.046,,189123.17,110025.3,CIP_189123.17,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112204,112204,-,PJ05.072,PJ05.072,PJ05.072,PJ05.072,,189123.17,189123.17,CIP_189123.17,CIP_189123.17,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112203,112203,-,PJ05.072,VJ08.390,PJ05.072,VJ08.390,,189123.17,107734.5,CIP_189123.17,CIP_107734.5,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112202,112202,-,PJ05.072,VJ08.330,PJ05.072,VJ08.330,,189123.17,107729.9,CIP_189123.17,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112201,112201,-,PJ05.072,VJ11.042,PJ05.072,VJ11.042,,189123.17,110025.1,CIP_189123.17,CIP_110025.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112200,112200,-,VJ08.054,VJ11.050,VJ08.054,VJ11.050,,107719.1,110025.7,CIP_107719.10,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112199,112199,-,VJ08.054,VJ11.047,VJ08.054,VJ11.047,,107719.1,110025.4,CIP_107719.10,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112198,112198,-,VJ08.054,VJ11.042,VJ08.054,VJ11.042,,107719.1,110025.1,CIP_107719.10,CIP_110025.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112197,112197,-,VJ08.054,VJ11.046,VJ08.054,VJ11.046,,107719.1,110025.3,CIP_107719.10,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112196,112196,-,VJ08.054,VJ08.054,VJ08.054,VJ08.054,,107719.1,107719.1,CIP_107719.10,CIP_107719.10,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112195,112195,-,VJ08.054,VJ08.330,VJ08.054,VJ08.330,,107719.1,107729.9,CIP_107719.10,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112194,112194,-,VJ08.054,VJ08.390,VJ08.054,VJ08.390,,107719.1,107734.5,CIP_107719.10,CIP_107734.5,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112193,112193,-,VJ08.618,VJ11.050,VJ08.618,VJ11.050,,107751.7,110025.7,CIP_107751.7,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112192,112192,-,VJ08.618,VJ11.046,VJ08.618,VJ11.046,,107751.7,110025.3,CIP_107751.7,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112191,112191,-,VJ08.618,VJ11.047,VJ08.618,VJ11.047,,107751.7,110025.4,CIP_107751.7,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112190,112190,-,VJ08.618,VJ08.618,VJ08.618,VJ08.618,,107751.7,107751.7,CIP_107751.7,CIP_107751.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112189,112189,-,VJ08.618,VJ08.390,VJ08.618,VJ08.390,,107751.7,107734.5,CIP_107751.7,CIP_107734.5,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112188,112188,-,VJ08.618,VJ08.330,VJ08.618,VJ08.330,,107751.7,107729.9,CIP_107751.7,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112187,112187,-,VJ08.618,VJ11.042,VJ08.618,VJ11.042,,107751.7,110025.1,CIP_107751.7,CIP_110025.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112186,112186,-,PJ05.064,VJ08.330,PJ05.064,VJ08.330,,189151.34,107729.9,CIP_189151.34,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112185,112185,-,PJ05.064,VJ08.390,PJ05.064,VJ08.390,,189151.34,107734.5,CIP_189151.34,CIP_107734.5,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112184,112184,-,PJ05.064,PJ05.064,PJ05.064,PJ05.064,,189151.34,189151.34,CIP_189151.34,CIP_189151.34,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112183,112183,-,PJ05.064,VJ11.046,PJ05.064,VJ11.046,,189151.34,110025.3,CIP_189151.34,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112182,112182,-,PJ05.064,VJ11.050,PJ05.064,VJ11.050,,189151.34,110025.7,CIP_189151.34,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112181,112181,-,PJ05.064,VJ11.047,PJ05.064,VJ11.047,,189151.34,110025.4,CIP_189151.34,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112180,112180,-,PJ05.064,VJ11.042,PJ05.064,VJ11.042,,189151.34,110025.1,CIP_189151.34,CIP_110025.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112179,112179,-,VJ08.476,VJ11.050,VJ08.476,VJ11.050,,107701.5,110025.7,CIP_107701.5,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112178,112178,-,VJ08.476,VJ11.042,VJ08.476,VJ11.042,,107701.5,110025.1,CIP_107701.5,CIP_110025.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112177,112177,-,VJ08.476,VJ11.047,VJ08.476,VJ11.047,,107701.5,110025.4,CIP_107701.5,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112176,112176,-,VJ08.476,VJ11.046,VJ08.476,VJ11.046,,107701.5,110025.3,CIP_107701.5,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112175,112175,-,VJ08.476,VJ08.390,VJ08.476,VJ08.390,,107701.5,107734.5,CIP_107701.5,CIP_107734.5,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112174,112174,-,VJ08.476,VJ08.476,VJ08.476,VJ08.476,,107701.5,107701.5,CIP_107701.5,CIP_107701.5,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112173,112173,-,VJ08.476,VJ08.330,VJ08.476,VJ08.330,,107701.5,107729.9,CIP_107701.5,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112172,112172,-,VJ08.330,VJ08.330,VJ08.330,VJ08.330,,107729.9,107729.9,CIP_107729.9,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112171,112171,-,VJ08.330,VJ08.390,VJ08.330,VJ08.390,,107729.9,107734.5,CIP_107729.9,CIP_107734.5,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112170,112170,-,VJ08.330,VJ11.042,VJ08.330,VJ11.042,,107729.9,110025.1,CIP_107729.9,CIP_110025.1,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112169,112169,-,VJ08.330,VJ11.047,VJ08.330,VJ11.047,,107729.9,110025.4,CIP_107729.9,CIP_110025.4,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112168,112168,-,VJ08.330,VJ11.050,VJ08.330,VJ11.050,,107729.9,110025.7,CIP_107729.9,CIP_110025.7,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112167,112167,-,VJ08.330,VJ11.046,VJ08.330,VJ11.046,,107729.9,110025.3,CIP_107729.9,CIP_110025.3,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
2012,112166,112166,-,VJ08.390,VJ08.330,VJ08.390,VJ08.330,,107734.5,107729.9,CIP_107734.5,CIP_107729.9,W.Gruneberg/F.Diaz,SPVD resistant-3,Sweetpotato,SPVD resistant-3,Peru
