Author,ScoreBand_key,MarkerType,Locus_key,MarkerOriginalName,AT,MarkerSize,BreedCode_key,Result,Specie,Electrophoresis,Coment,Image,Lane
Yanez2002,1,SSR,B123,IBCIP-1,63,153,BUGS_BUNNY,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,1
Yanez2002,2,SSR,B123,IBCIP-1,63,153,JPKY10.012,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,2
Yanez2002,3,SSR,B123,IBCIP-1,63,153,LM93.665,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,3
Yanez2002,4,SSR,B123,IBCIP-1,63,153,LM94.667,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,4
Yanez2002,5,SSR,B123,IBCIP-1,63,153,SPV78.001,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,5
Yanez2002,6,SSR,B123,IBCIP-1,63,153,SR91.109,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,6
Yanez2002,7,SSR,B123,IBCIP-1,63,153,SR94.005,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,7
Yanez2002,8,SSR,B123,IBCIP-1,63,153,SUMOR,0,Ipomoea batatas,Silver,,SSR06Nov2002.1,8
Yanez2002,9,SSR,B123,IBCIP-1,63,153,WAGABOLIGE,0,Ipomoea batatas,Silver,,SSR06Nov2002.1,9
Yanez2002,10,SSR,B123,IBCIP-1,63,153,XUSHU,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,10
Yanez2002,11,SSR,B123,IBCIP-1,63,153,TANZANIA,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,11
Yanez2002,12,SSR,B123,IBCIP-1,63,150,BUGS_BUNNY,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,1
Yanez2002,13,SSR,B123,IBCIP-1,63,150,JPKY10.012,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,2
Yanez2002,14,SSR,B123,IBCIP-1,63,150,LM93.665,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,3
Yanez2002,15,SSR,B123,IBCIP-1,63,150,LM94.667,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,4
Yanez2002,16,SSR,B123,IBCIP-1,63,150,SPV78.001,0,Ipomoea batatas,Silver,,SSR06Nov2002.1,5
Yanez2002,17,SSR,B123,IBCIP-1,63,150,SR91.109,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,6
Yanez2002,18,SSR,B123,IBCIP-1,63,150,SR94.005,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,7
Yanez2002,19,SSR,B123,IBCIP-1,63,150,SUMOR,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,8
Yanez2002,20,SSR,B123,IBCIP-1,63,150,WAGABOLIGE,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,9
Yanez2002,21,SSR,B123,IBCIP-1,63,150,XUSHU,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,10
Yanez2002,22,SSR,B123,IBCIP-1,63,150,TANZANIA,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,11
Yanez2002,23,SSR,B123,IBCIP-1,63,146,BUGS_BUNNY,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,1
Yanez2002,24,SSR,B123,IBCIP-1,63,146,JPKY10.012,0,Ipomoea batatas,Silver,,SSR06Nov2002.1,2
Yanez2002,25,SSR,B123,IBCIP-1,63,146,LM93.665,0,Ipomoea batatas,Silver,,SSR06Nov2002.1,3
Yanez2002,26,SSR,B123,IBCIP-1,63,146,LM94.667,0,Ipomoea batatas,Silver,,SSR06Nov2002.1,4
Yanez2002,27,SSR,B123,IBCIP-1,63,146,SPV78.001,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,5
Yanez2002,28,SSR,B123,IBCIP-1,63,146,SR91.109,0,Ipomoea batatas,Silver,,SSR06Nov2002.1,6
Yanez2002,29,SSR,B123,IBCIP-1,63,146,SR94.005,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,7
Yanez2002,30,SSR,B123,IBCIP-1,63,146,SUMOR,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,8
Yanez2002,31,SSR,B123,IBCIP-1,63,146,WAGABOLIGE,0,Ipomoea batatas,Silver,,SSR06Nov2002.1,9
Yanez2002,32,SSR,B123,IBCIP-1,63,146,XUSHU,0,Ipomoea batatas,Silver,,SSR06Nov2002.1,10
Yanez2002,33,SSR,B123,IBCIP-1,63,146,TANZANIA,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,11
Yanez2002,34,SSR,B123,IBCIP-1,63,140,BUGS_BUNNY,0,Ipomoea batatas,Silver,,SSR06Nov2002.1,1
Yanez2002,35,SSR,B123,IBCIP-1,63,140,JPKY10.012,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,2
Yanez2002,36,SSR,B123,IBCIP-1,63,140,LM93.665,0,Ipomoea batatas,Silver,,SSR06Nov2002.1,3
Yanez2002,37,SSR,B123,IBCIP-1,63,140,LM94.667,0,Ipomoea batatas,Silver,,SSR06Nov2002.1,4
Yanez2002,38,SSR,B123,IBCIP-1,63,140,SPV78.001,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,5
Yanez2002,39,SSR,B123,IBCIP-1,63,140,SR91.109,0,Ipomoea batatas,Silver,,SSR06Nov2002.1,6
Yanez2002,40,SSR,B123,IBCIP-1,63,140,SR94.005,0,Ipomoea batatas,Silver,,SSR06Nov2002.1,7
Yanez2002,41,SSR,B123,IBCIP-1,63,140,SUMOR,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,8
Yanez2002,42,SSR,B123,IBCIP-1,63,140,WAGABOLIGE,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,9
Yanez2002,43,SSR,B123,IBCIP-1,63,140,XUSHU,0,Ipomoea batatas,Silver,,SSR06Nov2002.1,10
Yanez2002,44,SSR,B123,IBCIP-1,63,140,TANZANIA,1,Ipomoea batatas,Silver,,SSR06Nov2002.1,11
Yanez2002,45,SSR,B124,IBCIP-2,63,290,BUGS_BUNNY,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,1
Yanez2002,46,SSR,B124,IBCIP-2,63,290,JPKY10.012,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,2
Yanez2002,47,SSR,B124,IBCIP-2,63,290,LM93.665,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,3
Yanez2002,48,SSR,B124,IBCIP-2,63,290,LM94.667,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,4
Yanez2002,49,SSR,B124,IBCIP-2,63,290,SPV78.001,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,5
Yanez2002,50,SSR,B124,IBCIP-2,63,290,SR91.109,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,6
Yanez2002,51,SSR,B124,IBCIP-2,63,290,SR94.005,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,7
Yanez2002,52,SSR,B124,IBCIP-2,63,290,SUMOR,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,8
Yanez2002,53,SSR,B124,IBCIP-2,63,290,WAGABOLIGE,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,9
Yanez2002,54,SSR,B124,IBCIP-2,63,290,XUSHU,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,10
Yanez2002,55,SSR,B124,IBCIP-2,63,290,TANZANIA,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,11
Yanez2002,56,SSR,B124,IBCIP-2,63,286,BUGS_BUNNY,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,1
Yanez2002,57,SSR,B124,IBCIP-2,63,286,JPKY10.012,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,2
Yanez2002,58,SSR,B124,IBCIP-2,63,286,LM93.665,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,3
Yanez2002,59,SSR,B124,IBCIP-2,63,286,LM94.667,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,4
Yanez2002,60,SSR,B124,IBCIP-2,63,286,SPV78.001,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,5
Yanez2002,61,SSR,B124,IBCIP-2,63,286,SR91.109,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,6
Yanez2002,62,SSR,B124,IBCIP-2,63,286,SR94.005,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,7
Yanez2002,63,SSR,B124,IBCIP-2,63,286,SUMOR,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,8
Yanez2002,64,SSR,B124,IBCIP-2,63,286,WAGABOLIGE,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,9
Yanez2002,65,SSR,B124,IBCIP-2,63,286,XUSHU,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,10
Yanez2002,66,SSR,B124,IBCIP-2,63,286,TANZANIA,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,11
Yanez2002,67,SSR,B124,IBCIP-2,63,278,BUGS_BUNNY,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,1
Yanez2002,68,SSR,B124,IBCIP-2,63,278,JPKY10.012,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,2
Yanez2002,69,SSR,B124,IBCIP-2,63,278,LM93.665,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,3
Yanez2002,70,SSR,B124,IBCIP-2,63,278,LM94.667,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,4
Yanez2002,71,SSR,B124,IBCIP-2,63,278,SPV78.001,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,5
Yanez2002,72,SSR,B124,IBCIP-2,63,278,SR91.109,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,6
Yanez2002,73,SSR,B124,IBCIP-2,63,278,SR94.005,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,7
Yanez2002,74,SSR,B124,IBCIP-2,63,278,SUMOR,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,8
Yanez2002,75,SSR,B124,IBCIP-2,63,278,WAGABOLIGE,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,9
Yanez2002,76,SSR,B124,IBCIP-2,63,278,XUSHU,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,10
Yanez2002,77,SSR,B124,IBCIP-2,63,278,TANZANIA,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,11
Yanez2002,78,SSR,B124,IBCIP-2,63,274,BUGS_BUNNY,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,1
Yanez2002,79,SSR,B124,IBCIP-2,63,274,JPKY10.012,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,2
Yanez2002,80,SSR,B124,IBCIP-2,63,274,LM93.665,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,3
Yanez2002,81,SSR,B124,IBCIP-2,63,274,LM94.667,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,4
Yanez2002,82,SSR,B124,IBCIP-2,63,274,SPV78.001,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,5
Yanez2002,83,SSR,B124,IBCIP-2,63,274,SR91.109,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,6
Yanez2002,84,SSR,B124,IBCIP-2,63,274,SR94.005,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,7
Yanez2002,85,SSR,B124,IBCIP-2,63,274,SUMOR,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,8
Yanez2002,86,SSR,B124,IBCIP-2,63,274,WAGABOLIGE,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,9
Yanez2002,87,SSR,B124,IBCIP-2,63,274,XUSHU,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,10
Yanez2002,88,SSR,B124,IBCIP-2,63,274,TANZANIA,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,11
Yanez2002,89,SSR,B124,IBCIP-2,63,270,BUGS_BUNNY,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,1
Yanez2002,90,SSR,B124,IBCIP-2,63,270,JPKY10.012,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,2
Yanez2002,91,SSR,B124,IBCIP-2,63,270,LM93.665,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,3
Yanez2002,92,SSR,B124,IBCIP-2,63,270,LM94.667,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,4
Yanez2002,93,SSR,B124,IBCIP-2,63,270,SPV78.001,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,5
Yanez2002,94,SSR,B124,IBCIP-2,63,270,SR91.109,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,6
Yanez2002,95,SSR,B124,IBCIP-2,63,270,SR94.005,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,7
Yanez2002,96,SSR,B124,IBCIP-2,63,270,SUMOR,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,8
Yanez2002,97,SSR,B124,IBCIP-2,63,270,WAGABOLIGE,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,9
Yanez2002,98,SSR,B124,IBCIP-2,63,270,XUSHU,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,10
Yanez2002,99,SSR,B124,IBCIP-2,63,270,TANZANIA,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,11
Yanez2002,100,SSR,B124,IBCIP-2,63,268,BUGS_BUNNY,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,1
Yanez2002,101,SSR,B124,IBCIP-2,63,268,JPKY10.012,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,2
Yanez2002,102,SSR,B124,IBCIP-2,63,268,LM93.665,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,3
Yanez2002,103,SSR,B124,IBCIP-2,63,268,LM94.667,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,4
Yanez2002,104,SSR,B124,IBCIP-2,63,268,SPV78.001,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,5
Yanez2002,105,SSR,B124,IBCIP-2,63,268,SR91.109,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,6
Yanez2002,106,SSR,B124,IBCIP-2,63,268,SR94.005,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,7
Yanez2002,107,SSR,B124,IBCIP-2,63,268,SUMOR,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,8
Yanez2002,108,SSR,B124,IBCIP-2,63,268,WAGABOLIGE,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,9
Yanez2002,109,SSR,B124,IBCIP-2,63,268,XUSHU,1,Ipomoea batatas,Silver,,SSR06Nov2002.2,10
Yanez2002,110,SSR,B124,IBCIP-2,63,268,TANZANIA,0,Ipomoea batatas,Silver,,SSR06Nov2002.2,11
Yanez2002,111,SSR,B125,IBCIP-5,65,142,BUGS_BUNNY,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,1
Yanez2002,112,SSR,B125,IBCIP-5,65,142,JPKY10.012,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,2
Yanez2002,113,SSR,B125,IBCIP-5,65,142,LM93.665,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,3
Yanez2002,114,SSR,B125,IBCIP-5,65,142,LM94.667,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,4
Yanez2002,115,SSR,B125,IBCIP-5,65,142,SPV78.001,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,5
Yanez2002,116,SSR,B125,IBCIP-5,65,142,SR91.109,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,6
Yanez2002,117,SSR,B125,IBCIP-5,65,142,SR94.005,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,7
Yanez2002,118,SSR,B125,IBCIP-5,65,142,SUMOR,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,8
Yanez2002,119,SSR,B125,IBCIP-5,65,142,WAGABOLIGE,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,9
Yanez2002,120,SSR,B125,IBCIP-5,65,142,XUSHU,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,10
Yanez2002,121,SSR,B125,IBCIP-5,65,142,TANZANIA,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,11
Yanez2002,122,SSR,B125,IBCIP-5,65,138,BUGS_BUNNY,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,1
Yanez2002,123,SSR,B125,IBCIP-5,65,138,JPKY10.012,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,2
Yanez2002,124,SSR,B125,IBCIP-5,65,138,LM93.665,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,3
Yanez2002,125,SSR,B125,IBCIP-5,65,138,LM94.667,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,4
Yanez2002,126,SSR,B125,IBCIP-5,65,138,SPV78.001,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,5
Yanez2002,127,SSR,B125,IBCIP-5,65,138,SR91.109,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,6
Yanez2002,128,SSR,B125,IBCIP-5,65,138,SR94.005,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,7
Yanez2002,129,SSR,B125,IBCIP-5,65,138,SUMOR,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,8
Yanez2002,130,SSR,B125,IBCIP-5,65,138,WAGABOLIGE,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,9
Yanez2002,131,SSR,B125,IBCIP-5,65,138,XUSHU,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,10
Yanez2002,132,SSR,B125,IBCIP-5,65,138,TANZANIA,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,11
Yanez2002,133,SSR,B125,IBCIP-5,65,131,BUGS_BUNNY,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,1
Yanez2002,134,SSR,B125,IBCIP-5,65,131,JPKY10.012,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,2
Yanez2002,135,SSR,B125,IBCIP-5,65,131,LM93.665,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,3
Yanez2002,136,SSR,B125,IBCIP-5,65,131,LM94.667,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,4
Yanez2002,137,SSR,B125,IBCIP-5,65,131,SPV78.001,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,5
Yanez2002,138,SSR,B125,IBCIP-5,65,131,SR91.109,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,6
Yanez2002,139,SSR,B125,IBCIP-5,65,131,SR94.005,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,7
Yanez2002,140,SSR,B125,IBCIP-5,65,131,SUMOR,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,8
Yanez2002,141,SSR,B125,IBCIP-5,65,131,WAGABOLIGE,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,9
Yanez2002,142,SSR,B125,IBCIP-5,65,131,XUSHU,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,10
Yanez2002,143,SSR,B125,IBCIP-5,65,131,TANZANIA,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,11
Yanez2002,144,SSR,B125,IBCIP-5,65,115,BUGS_BUNNY,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,1
Yanez2002,145,SSR,B125,IBCIP-5,65,115,JPKY10.012,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,2
Yanez2002,146,SSR,B125,IBCIP-5,65,115,LM93.665,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,3
Yanez2002,147,SSR,B125,IBCIP-5,65,115,LM94.667,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,4
Yanez2002,148,SSR,B125,IBCIP-5,65,115,SPV78.001,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,5
Yanez2002,149,SSR,B125,IBCIP-5,65,115,SR91.109,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,6
Yanez2002,150,SSR,B125,IBCIP-5,65,115,SR94.005,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,7
Yanez2002,151,SSR,B125,IBCIP-5,65,115,SUMOR,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,8
Yanez2002,152,SSR,B125,IBCIP-5,65,115,WAGABOLIGE,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,9
Yanez2002,153,SSR,B125,IBCIP-5,65,115,XUSHU,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,10
Yanez2002,154,SSR,B125,IBCIP-5,65,115,TANZANIA,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,11
Yanez2002,155,SSR,B602,IBCIP-5,65,124,BUGS_BUNNY,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,1
Yanez2002,156,SSR,B602,IBCIP-5,65,124,JPKY10.012,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,2
Yanez2002,157,SSR,B602,IBCIP-5,65,124,LM93.665,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,3
Yanez2002,158,SSR,B602,IBCIP-5,65,124,LM94.667,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,4
Yanez2002,159,SSR,B602,IBCIP-5,65,124,SPV78.001,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,5
Yanez2002,160,SSR,B602,IBCIP-5,65,124,SR91.109,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,6
Yanez2002,161,SSR,B602,IBCIP-5,65,124,SR94.005,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,7
Yanez2002,162,SSR,B602,IBCIP-5,65,124,SUMOR,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,8
Yanez2002,163,SSR,B602,IBCIP-5,65,124,WAGABOLIGE,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,9
Yanez2002,164,SSR,B602,IBCIP-5,65,124,XUSHU,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,10
Yanez2002,165,SSR,B602,IBCIP-5,65,124,TANZANIA,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,11
Yanez2002,166,SSR,B602,IBCIP-5,65,121,BUGS_BUNNY,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,1
Yanez2002,167,SSR,B602,IBCIP-5,65,121,JPKY10.012,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,2
Yanez2002,168,SSR,B602,IBCIP-5,65,121,LM93.665,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,3
Yanez2002,169,SSR,B602,IBCIP-5,65,121,LM94.667,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,4
Yanez2002,170,SSR,B602,IBCIP-5,65,121,SPV78.001,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,5
Yanez2002,171,SSR,B602,IBCIP-5,65,121,SR91.109,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,6
Yanez2002,172,SSR,B602,IBCIP-5,65,121,SR94.005,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,7
Yanez2002,173,SSR,B602,IBCIP-5,65,121,SUMOR,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,8
Yanez2002,174,SSR,B602,IBCIP-5,65,121,WAGABOLIGE,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,9
Yanez2002,175,SSR,B602,IBCIP-5,65,121,XUSHU,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,10
Yanez2002,176,SSR,B602,IBCIP-5,65,121,TANZANIA,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,11
Yanez2002,177,SSR,B602,IBCIP-5,65,118,BUGS_BUNNY,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,1
Yanez2002,178,SSR,B602,IBCIP-5,65,118,JPKY10.012,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,2
Yanez2002,179,SSR,B602,IBCIP-5,65,118,LM93.665,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,3
Yanez2002,180,SSR,B602,IBCIP-5,65,118,LM94.667,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,4
Yanez2002,181,SSR,B602,IBCIP-5,65,118,SPV78.001,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,5
Yanez2002,182,SSR,B602,IBCIP-5,65,118,SR91.109,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,6
Yanez2002,183,SSR,B602,IBCIP-5,65,118,SR94.005,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,7
Yanez2002,184,SSR,B602,IBCIP-5,65,118,SUMOR,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,8
Yanez2002,185,SSR,B602,IBCIP-5,65,118,WAGABOLIGE,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,9
Yanez2002,186,SSR,B602,IBCIP-5,65,118,XUSHU,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,10
Yanez2002,187,SSR,B602,IBCIP-5,65,118,TANZANIA,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,11
Yanez2002,188,SSR,B602,IBCIP-5,65,115,BUGS_BUNNY,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,1
Yanez2002,189,SSR,B602,IBCIP-5,65,115,JPKY10.012,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,2
Yanez2002,190,SSR,B602,IBCIP-5,65,115,LM93.665,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,3
Yanez2002,191,SSR,B602,IBCIP-5,65,115,LM94.667,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,4
Yanez2002,192,SSR,B602,IBCIP-5,65,115,SPV78.001,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,5
Yanez2002,193,SSR,B602,IBCIP-5,65,115,SR91.109,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,6
Yanez2002,194,SSR,B602,IBCIP-5,65,115,SR94.005,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,7
Yanez2002,195,SSR,B602,IBCIP-5,65,115,SUMOR,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,8
Yanez2002,196,SSR,B602,IBCIP-5,65,115,WAGABOLIGE,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,9
Yanez2002,197,SSR,B602,IBCIP-5,65,115,XUSHU,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,10
Yanez2002,198,SSR,B602,IBCIP-5,65,115,TANZANIA,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,11
Yanez2002,199,SSR,B602,IBCIP-5,65,114,BUGS_BUNNY,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,1
Yanez2002,200,SSR,B602,IBCIP-5,65,114,JPKY10.012,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,2
Yanez2002,201,SSR,B602,IBCIP-5,65,114,LM93.665,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,3
Yanez2002,202,SSR,B602,IBCIP-5,65,114,LM94.667,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,4
Yanez2002,203,SSR,B602,IBCIP-5,65,114,SPV78.001,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,5
Yanez2002,204,SSR,B602,IBCIP-5,65,114,SR91.109,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,6
Yanez2002,205,SSR,B602,IBCIP-5,65,114,SR94.005,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,7
Yanez2002,206,SSR,B602,IBCIP-5,65,114,SUMOR,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,8
Yanez2002,207,SSR,B602,IBCIP-5,65,114,WAGABOLIGE,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,9
Yanez2002,208,SSR,B602,IBCIP-5,65,114,XUSHU,0,Ipomoea batatas,Silver,,SSR06Nov2002.3,10
Yanez2002,209,SSR,B602,IBCIP-5,65,114,TANZANIA,1,Ipomoea batatas,Silver,,SSR06Nov2002.3,11
Yanez2002,210,SSR,B126,IBCIP-7,48,338,BUGS_BUNNY,0,Ipomoea batatas,Silver,,SSR06Nov2002.4,1
